user_id,install_date,platform,device_tier,country,acquisition_channel
u003226,2026-09-01,android,high,KR,organic
u003227,2026-09-06,ios,mid,OTHER,organic
u003228,2026-08-28,ios,high,KR,tiktok_ads
u003229,2026-08-28,android,low,US,tiktok_ads
u003230,2026-08-26,ios,high,OTHER,tiktok_ads
u003231,2026-08-21,ios,high,OTHER,tiktok_ads
u003232,2026-08-23,ios,mid,KR,organic
u003233,2026-08-31,android,low,JP,meta_ads
u003234,2026-09-04,ios,high,KR,tiktok_ads
u003235,2026-08-24,android,mid,KR,organic
u003236,2026-08-29,android,low,KR,google_ads
u003237,2026-08-22,ios,mid,TW,organic
u003238,2026-08-23,ios,high,US,organic
u003239,2026-08-25,ios,mid,KR,organic
u003240,2026-08-27,android,mid,KR,google_ads
u003241,2026-08-30,android,mid,KR,google_ads
u003242,2026-08-16,android,low,KR,google_ads
u003243,2026-09-03,ios,high,KR,google_ads
u003244,2026-09-01,ios,high,KR,organic
u003245,2026-09-02,android,mid,KR,google_ads
u003246,2026-09-01,android,low,KR,organic
u003247,2026-09-03,android,low,KR,meta_ads
u003248,2026-08-26,android,low,KR,meta_ads
u003249,2026-08-17,ios,high,KR,google_ads
u003250,2026-08-27,ios,high,KR,tiktok_ads
u003251,2026-09-05,android,low,KR,organic
u003252,2026-08-31,android,low,OTHER,meta_ads
u003253,2026-08-30,android,low,KR,organic
u003254,2026-08-29,android,mid,JP,meta_ads
u003255,2026-08-19,android,high,KR,tiktok_ads
u003256,2026-08-31,android,low,US,organic
u003257,2026-08-19,android,mid,KR,google_ads
u003258,2026-08-26,android,high,KR,google_ads
u003259,2026-09-06,android,low,JP,meta_ads
u003260,2026-08-26,android,mid,OTHER,google_ads
u003261,2026-08-17,android,high,KR,meta_ads
u003262,2026-08-18,ios,mid,KR,meta_ads
u003263,2026-09-03,android,low,KR,tiktok_ads
u003264,2026-08-19,android,low,US,organic
u003265,2026-08-31,android,mid,KR,organic
u003266,2026-09-06,ios,low,KR,cross_promo
u003267,2026-08-23,android,low,KR,google_ads
u003268,2026-08-26,ios,high,KR,tiktok_ads
u003269,2026-09-01,ios,high,KR,cross_promo
u003270,2026-08-29,ios,mid,KR,organic
u003271,2026-08-21,ios,mid,KR,organic
u003272,2026-08-30,ios,high,US,tiktok_ads
u003273,2026-09-04,ios,high,JP,google_ads
u003274,2026-09-04,android,high,KR,cross_promo
u003275,2026-08-18,ios,mid,TW,organic
u003276,2026-08-25,android,low,OTHER,google_ads
u003277,2026-09-05,ios,mid,JP,organic
u003278,2026-08-30,ios,low,KR,organic
u003279,2026-08-18,android,mid,TW,meta_ads
u003280,2026-08-30,ios,high,KR,tiktok_ads
u003281,2026-08-29,android,mid,JP,meta_ads
u003282,2026-09-03,android,mid,TW,tiktok_ads
u003283,2026-08-24,android,mid,KR,organic
u003284,2026-09-03,android,low,KR,google_ads
u003285,2026-08-22,ios,high,US,cross_promo
u003286,2026-08-22,android,mid,OTHER,tiktok_ads
u003287,2026-09-05,android,low,KR,meta_ads
u003288,2026-08-24,android,low,KR,google_ads
u003289,2026-09-03,ios,high,KR,organic
u003290,2026-09-06,android,low,TW,organic
u003291,2026-08-26,ios,high,KR,tiktok_ads
u003292,2026-08-30,ios,high,KR,meta_ads
u003293,2026-08-18,android,mid,KR,organic
u003294,2026-08-30,android,high,US,google_ads
u003295,2026-08-22,android,high,JP,cross_promo
u003296,2026-08-15,ios,mid,OTHER,organic
u003297,2026-09-05,android,low,KR,organic
u003298,2026-08-24,ios,high,JP,google_ads
u003299,2026-08-22,android,high,KR,tiktok_ads
u003300,2026-09-04,ios,high,KR,google_ads
u003301,2026-08-26,ios,high,TW,meta_ads
u003302,2026-08-24,ios,mid,KR,organic
u003303,2026-09-06,android,low,TW,meta_ads
u003304,2026-08-29,android,high,JP,google_ads
u003305,2026-08-27,android,mid,JP,google_ads
u003306,2026-08-19,android,low,JP,organic
u003307,2026-08-15,ios,high,US,tiktok_ads
u003308,2026-08-26,android,low,JP,meta_ads
u003309,2026-08-15,android,high,KR,organic
u003310,2026-09-05,ios,low,TW,google_ads
u003311,2026-08-28,android,low,US,meta_ads
u003312,2026-08-15,ios,mid,KR,organic
u003313,2026-08-25,ios,high,KR,meta_ads
u003314,2026-08-28,ios,high,KR,google_ads
u003315,2026-08-18,android,low,KR,meta_ads
u003316,2026-09-04,android,high,JP,google_ads
u003317,2026-09-01,ios,high,KR,tiktok_ads
u003318,2026-08-16,android,mid,JP,meta_ads
u003319,2026-08-16,ios,low,OTHER,meta_ads
u003320,2026-08-16,ios,high,KR,meta_ads
u003321,2026-08-19,ios,high,TW,tiktok_ads
u003322,2026-08-31,android,low,TW,organic
u003323,2026-08-16,android,low,KR,organic
u003324,2026-08-28,android,mid,OTHER,cross_promo
u003325,2026-08-20,android,mid,KR,organic
u003326,2026-08-26,ios,mid,JP,google_ads
u003327,2026-08-29,ios,high,KR,tiktok_ads
u003328,2026-08-16,android,high,KR,meta_ads
u003329,2026-08-27,ios,mid,TW,meta_ads
u003330,2026-09-01,android,low,TW,cross_promo
u003331,2026-08-28,android,mid,JP,google_ads
u003332,2026-08-24,android,mid,KR,meta_ads
u003333,2026-08-17,ios,low,KR,google_ads
u003334,2026-08-18,ios,high,KR,meta_ads
u003335,2026-09-04,ios,mid,US,organic
u003336,2026-08-23,android,mid,JP,organic
u003337,2026-08-26,ios,low,JP,organic
u003338,2026-08-22,ios,high,KR,organic
u003339,2026-08-21,ios,mid,JP,google_ads
u003340,2026-08-17,ios,high,TW,organic
u003341,2026-08-23,ios,mid,KR,meta_ads
u003342,2026-09-03,android,mid,JP,organic
u003343,2026-09-05,ios,high,JP,tiktok_ads
u003344,2026-08-17,android,mid,JP,meta_ads
u003345,2026-08-30,android,mid,KR,meta_ads
u003346,2026-08-22,android,low,KR,tiktok_ads
u003347,2026-08-27,ios,high,US,meta_ads
u003348,2026-08-25,ios,high,KR,meta_ads
u003349,2026-08-27,android,low,KR,organic
u003350,2026-08-27,android,mid,KR,meta_ads
u003351,2026-08-27,android,high,OTHER,meta_ads
u003352,2026-08-25,android,low,US,google_ads
u003353,2026-09-05,android,high,US,meta_ads
u003354,2026-09-05,android,low,KR,organic
u003355,2026-08-22,android,low,KR,meta_ads
u003356,2026-08-18,android,low,KR,google_ads
u003357,2026-08-29,ios,mid,JP,tiktok_ads
u003358,2026-08-17,ios,high,KR,google_ads
u003359,2026-09-01,ios,high,KR,google_ads
u003360,2026-09-06,android,low,JP,meta_ads
u003361,2026-08-31,android,low,KR,meta_ads
u003362,2026-08-21,ios,mid,KR,cross_promo
u003363,2026-09-06,android,low,KR,organic
u003364,2026-09-04,android,mid,TW,meta_ads
u003365,2026-08-24,ios,low,JP,organic
u003366,2026-08-16,android,high,KR,google_ads
u003367,2026-09-06,android,mid,JP,organic
u003368,2026-08-26,android,mid,KR,tiktok_ads
u003369,2026-09-01,android,high,OTHER,organic
u003370,2026-08-17,ios,high,JP,google_ads
u003371,2026-08-30,android,mid,KR,tiktok_ads
u003372,2026-08-26,ios,low,KR,organic
u003373,2026-09-04,android,high,KR,meta_ads
u003374,2026-08-28,ios,high,KR,organic
u003375,2026-08-29,ios,low,OTHER,organic
u003376,2026-09-01,android,mid,US,google_ads
u003377,2026-08-17,android,low,KR,organic
u003378,2026-09-04,android,mid,KR,google_ads
u003379,2026-08-28,android,low,OTHER,tiktok_ads
u003380,2026-08-17,ios,high,KR,google_ads
u003381,2026-08-29,android,mid,KR,google_ads
u003382,2026-08-20,android,mid,US,tiktok_ads
u003383,2026-08-27,ios,mid,KR,tiktok_ads
u003384,2026-08-17,ios,low,KR,organic
u003385,2026-08-20,android,low,OTHER,google_ads
u003386,2026-08-24,android,mid,KR,google_ads
u003387,2026-08-23,android,high,KR,google_ads
u003388,2026-08-20,ios,mid,JP,organic
u003389,2026-08-29,android,low,TW,meta_ads
u003390,2026-08-19,android,low,JP,google_ads
u003391,2026-08-18,ios,mid,KR,organic
u003392,2026-09-06,android,low,JP,tiktok_ads
u003393,2026-08-18,ios,low,KR,google_ads
u003394,2026-08-17,ios,mid,KR,google_ads
u003395,2026-08-18,ios,low,KR,tiktok_ads
u003396,2026-09-03,android,low,TW,cross_promo
u003397,2026-09-01,android,high,US,organic
u003398,2026-08-22,android,mid,KR,google_ads
u003399,2026-08-22,android,mid,KR,google_ads
u003400,2026-08-21,android,mid,OTHER,tiktok_ads
u003401,2026-08-22,ios,mid,KR,organic
u003402,2026-08-18,ios,mid,KR,tiktok_ads
u003403,2026-09-05,android,low,US,google_ads
u003404,2026-08-17,android,low,KR,organic
u003405,2026-08-21,ios,mid,JP,tiktok_ads
u003406,2026-08-16,android,high,US,google_ads
u003407,2026-08-20,ios,high,KR,google_ads
u003408,2026-09-03,ios,mid,KR,organic
u003409,2026-08-15,android,high,KR,google_ads
u003410,2026-08-31,ios,high,KR,tiktok_ads
u003411,2026-08-30,ios,high,KR,organic
u003412,2026-09-03,android,high,KR,google_ads
u003413,2026-08-23,android,high,JP,organic
u003414,2026-09-06,ios,mid,KR,google_ads
u003415,2026-09-05,android,low,JP,organic
u003416,2026-08-31,android,mid,KR,cross_promo
u003417,2026-08-23,ios,mid,KR,meta_ads
u003418,2026-08-15,android,low,US,meta_ads
u003419,2026-08-26,android,low,KR,organic
u003420,2026-08-31,ios,high,KR,google_ads
u003421,2026-08-24,ios,low,KR,organic
u003422,2026-09-01,ios,mid,US,meta_ads
u003423,2026-08-24,ios,high,US,meta_ads
u003424,2026-08-24,android,mid,KR,organic
u003425,2026-08-28,ios,high,US,cross_promo
u003426,2026-08-22,ios,mid,KR,tiktok_ads
u003427,2026-08-30,ios,low,OTHER,tiktok_ads
u003428,2026-09-03,android,low,KR,meta_ads
u003429,2026-08-19,android,mid,KR,organic
u003430,2026-08-30,android,mid,US,meta_ads
u003431,2026-08-31,android,mid,JP,organic
u003432,2026-09-03,android,low,KR,google_ads
u003433,2026-09-04,android,low,KR,organic
u003434,2026-08-16,android,high,KR,meta_ads
u003435,2026-08-16,android,mid,KR,google_ads
u003436,2026-08-19,ios,high,OTHER,google_ads
u003437,2026-08-27,android,mid,KR,google_ads
u003438,2026-08-25,android,low,TW,meta_ads
u003439,2026-08-24,android,low,KR,organic
u003440,2026-09-03,ios,high,JP,meta_ads
u003441,2026-08-20,ios,mid,JP,google_ads
u003442,2026-08-16,ios,mid,KR,organic
u003443,2026-09-03,android,low,KR,organic
u003444,2026-08-26,ios,high,KR,tiktok_ads
u003445,2026-09-06,android,mid,KR,google_ads
u003446,2026-08-29,ios,high,KR,google_ads
u003447,2026-08-15,android,high,KR,organic
u003448,2026-09-04,ios,mid,KR,cross_promo
u003449,2026-09-03,android,mid,KR,cross_promo
u003450,2026-09-06,android,high,US,meta_ads
u003451,2026-09-01,android,low,TW,organic
u003452,2026-08-24,android,high,JP,tiktok_ads
u003453,2026-08-23,android,mid,US,google_ads
u003454,2026-08-26,ios,high,KR,cross_promo
u003455,2026-09-04,ios,low,US,organic
u003456,2026-09-05,android,mid,US,tiktok_ads
u003457,2026-08-18,android,low,KR,organic
u003458,2026-08-31,android,mid,KR,tiktok_ads
u003459,2026-08-18,android,low,OTHER,organic
u003460,2026-08-29,android,low,US,organic
u003461,2026-08-19,ios,high,JP,organic
u003462,2026-08-16,ios,low,KR,organic
u003463,2026-08-24,ios,mid,KR,organic
u003464,2026-08-26,android,mid,OTHER,cross_promo
u003465,2026-08-17,ios,mid,TW,cross_promo
u003466,2026-08-26,android,high,OTHER,google_ads
u003467,2026-08-29,ios,mid,TW,google_ads
u003468,2026-08-25,ios,high,KR,organic
u003469,2026-08-28,ios,high,KR,tiktok_ads
u003470,2026-09-05,android,low,TW,organic
u003471,2026-08-20,ios,mid,KR,cross_promo
u003472,2026-08-20,android,mid,KR,google_ads
u003473,2026-08-22,android,high,KR,meta_ads
u003474,2026-08-29,android,high,KR,tiktok_ads
u003475,2026-09-03,android,high,KR,organic
u003476,2026-08-24,android,mid,OTHER,tiktok_ads
u003477,2026-08-15,android,high,KR,meta_ads
u003478,2026-08-23,android,mid,OTHER,organic
u003479,2026-08-30,ios,high,OTHER,organic
u003480,2026-09-03,android,low,JP,organic
u003481,2026-09-02,android,low,KR,organic
u003482,2026-09-03,ios,high,US,meta_ads
u003483,2026-08-24,android,low,JP,meta_ads
u003484,2026-08-15,ios,mid,TW,cross_promo
u003485,2026-08-18,ios,high,KR,organic
u003486,2026-08-18,android,low,KR,organic
u003487,2026-08-19,android,low,KR,meta_ads
u003488,2026-09-05,android,high,OTHER,google_ads
u003489,2026-08-26,android,mid,KR,google_ads
u003490,2026-09-04,android,mid,KR,tiktok_ads
u003491,2026-08-27,android,high,KR,meta_ads
u003492,2026-09-05,android,mid,OTHER,organic
u003493,2026-08-20,ios,mid,KR,organic
u003494,2026-08-28,android,low,JP,meta_ads
u003495,2026-09-03,android,high,KR,google_ads
u003496,2026-08-23,ios,mid,KR,meta_ads
u003497,2026-09-01,ios,mid,KR,tiktok_ads
u003498,2026-08-19,android,low,KR,tiktok_ads
u003499,2026-08-21,android,mid,JP,meta_ads
u003500,2026-08-31,android,low,US,organic
u003501,2026-08-18,android,low,OTHER,organic
u003502,2026-08-20,android,low,OTHER,organic
u003503,2026-08-24,ios,high,KR,tiktok_ads
u003504,2026-08-29,android,low,KR,meta_ads
u003505,2026-08-17,ios,mid,KR,google_ads
u003506,2026-08-28,ios,high,KR,google_ads
u003507,2026-08-24,ios,high,KR,meta_ads
u003508,2026-08-25,android,low,TW,organic
u003509,2026-08-23,android,low,KR,tiktok_ads
u003510,2026-08-21,android,mid,TW,meta_ads
u003511,2026-08-26,android,low,KR,tiktok_ads
u003512,2026-08-30,ios,mid,US,google_ads
u003513,2026-08-27,ios,low,TW,meta_ads
u003514,2026-09-04,android,mid,JP,google_ads
u003515,2026-08-25,android,mid,KR,organic
u003516,2026-08-22,android,high,US,organic
u003517,2026-08-27,android,low,TW,meta_ads
u003518,2026-09-04,android,low,JP,organic
u003519,2026-08-15,ios,low,KR,meta_ads
u003520,2026-09-03,android,low,KR,meta_ads
u003521,2026-08-21,android,low,JP,organic
u003522,2026-08-23,android,high,KR,meta_ads
u003523,2026-08-25,android,low,KR,organic
u003524,2026-09-03,android,low,KR,google_ads
u003525,2026-09-03,android,low,KR,google_ads
u003526,2026-08-24,ios,low,TW,google_ads
u003527,2026-08-29,android,high,TW,google_ads
u003528,2026-08-30,android,mid,JP,meta_ads
u003529,2026-08-29,android,low,KR,google_ads
u003530,2026-08-19,android,low,OTHER,tiktok_ads
u003531,2026-08-20,android,low,US,google_ads
u003532,2026-09-03,ios,high,TW,google_ads
u003533,2026-08-23,android,mid,KR,cross_promo
u003534,2026-09-02,android,mid,KR,organic
u003535,2026-08-26,android,mid,KR,tiktok_ads
u003536,2026-09-05,android,high,US,tiktok_ads
u003537,2026-08-17,ios,low,KR,meta_ads
u003538,2026-08-21,android,mid,US,tiktok_ads
u003539,2026-08-19,android,mid,KR,meta_ads
u003540,2026-08-20,android,high,US,organic
u003541,2026-08-15,android,mid,KR,organic
u003542,2026-08-22,ios,mid,KR,meta_ads
u003543,2026-08-30,android,low,KR,tiktok_ads
u003544,2026-08-18,android,mid,KR,cross_promo
u003545,2026-08-16,android,mid,TW,organic
u003546,2026-08-19,ios,high,KR,organic
u003547,2026-09-04,android,mid,TW,organic
u003548,2026-08-28,android,low,KR,cross_promo
u003549,2026-09-03,android,low,US,google_ads
u003550,2026-09-02,android,low,KR,cross_promo
u003551,2026-09-03,ios,high,KR,organic
u003552,2026-08-26,android,low,KR,meta_ads
u003553,2026-09-06,android,mid,KR,meta_ads
u003554,2026-08-23,ios,mid,KR,tiktok_ads
u003555,2026-08-18,android,low,OTHER,organic
u003556,2026-09-02,ios,high,OTHER,organic
u003557,2026-08-29,ios,high,JP,google_ads
u003558,2026-08-25,ios,low,US,tiktok_ads
u003559,2026-09-02,android,mid,OTHER,organic
u003560,2026-08-22,android,high,TW,google_ads
u003561,2026-08-31,android,mid,US,organic
u003562,2026-08-27,android,mid,JP,tiktok_ads
u003563,2026-08-24,android,mid,KR,organic
u003564,2026-08-26,android,low,US,meta_ads
u003565,2026-08-30,ios,high,KR,organic
u003566,2026-08-18,ios,high,JP,google_ads
u003567,2026-08-23,android,mid,KR,google_ads
u003568,2026-08-19,ios,low,TW,organic
u003569,2026-08-28,android,low,KR,meta_ads
u003570,2026-08-30,android,mid,OTHER,organic
u003571,2026-08-15,android,low,KR,meta_ads
u003572,2026-08-24,ios,mid,KR,organic
u003573,2026-08-21,android,low,US,organic
u003574,2026-08-21,android,low,JP,meta_ads
u003575,2026-08-20,ios,mid,KR,cross_promo
u003576,2026-09-05,ios,mid,OTHER,google_ads
u003577,2026-08-19,ios,low,OTHER,cross_promo
u003578,2026-08-19,android,low,US,cross_promo
u003579,2026-08-27,android,low,KR,meta_ads
u003580,2026-08-26,android,mid,JP,organic
u003581,2026-08-21,android,low,KR,organic
u003582,2026-09-01,ios,high,KR,google_ads
u003583,2026-08-24,ios,high,US,organic
u003584,2026-09-05,ios,mid,KR,google_ads
u003585,2026-09-06,android,mid,KR,meta_ads
u003586,2026-09-05,ios,mid,KR,cross_promo
u003587,2026-09-02,android,mid,KR,cross_promo
u003588,2026-09-04,android,low,KR,meta_ads
u003589,2026-08-16,ios,high,KR,meta_ads
u003590,2026-08-15,android,low,US,google_ads
u003591,2026-08-25,ios,high,KR,meta_ads
u003592,2026-08-18,android,low,KR,google_ads
u003593,2026-08-30,ios,mid,US,google_ads
u003594,2026-08-31,ios,mid,KR,meta_ads
u003595,2026-08-25,android,high,TW,google_ads
u003596,2026-08-18,android,low,US,tiktok_ads
u003597,2026-08-16,android,high,KR,tiktok_ads
u003598,2026-09-04,android,mid,KR,organic
u003599,2026-08-22,android,mid,OTHER,organic
u003600,2026-08-18,ios,high,US,organic
u003601,2026-08-16,android,low,JP,organic
u003602,2026-08-17,android,mid,KR,cross_promo
u003603,2026-08-30,android,low,KR,google_ads
u003604,2026-08-24,android,low,OTHER,organic
u003605,2026-08-26,ios,mid,US,meta_ads
u003606,2026-08-30,android,low,KR,cross_promo
u003607,2026-08-31,ios,mid,KR,google_ads
u003608,2026-09-03,android,low,KR,google_ads
u003609,2026-08-26,android,low,KR,google_ads
u003610,2026-08-29,ios,high,KR,google_ads
u003611,2026-09-03,android,low,KR,cross_promo
u003612,2026-09-02,android,mid,KR,google_ads
u003613,2026-08-28,android,mid,KR,tiktok_ads
u003614,2026-08-15,ios,high,US,cross_promo
u003615,2026-08-25,android,mid,KR,meta_ads
u003616,2026-08-24,android,mid,KR,meta_ads
u003617,2026-08-27,android,low,KR,meta_ads
u003618,2026-08-18,ios,mid,KR,meta_ads
u003619,2026-08-18,android,low,KR,meta_ads
u003620,2026-09-02,android,mid,JP,meta_ads
u003621,2026-08-19,android,low,TW,google_ads
u003622,2026-08-22,android,low,KR,tiktok_ads
u003623,2026-08-29,android,high,KR,tiktok_ads
u003624,2026-08-28,android,low,TW,meta_ads
u003625,2026-08-21,android,high,KR,meta_ads
u003626,2026-08-17,android,low,KR,organic
u003627,2026-08-17,ios,high,KR,google_ads
u003628,2026-09-06,ios,mid,KR,tiktok_ads
u003629,2026-08-24,android,mid,KR,google_ads
u003630,2026-08-31,android,low,KR,cross_promo
u003631,2026-08-30,android,mid,JP,tiktok_ads
u003632,2026-08-29,ios,high,KR,organic
u003633,2026-08-21,android,mid,US,meta_ads
u003634,2026-08-25,android,mid,KR,organic
u003635,2026-08-21,android,mid,TW,meta_ads
u003636,2026-09-04,android,low,US,meta_ads
u003637,2026-08-22,ios,mid,KR,meta_ads
u003638,2026-08-21,android,high,JP,google_ads
u003639,2026-09-06,android,low,OTHER,tiktok_ads
u003640,2026-08-28,ios,mid,TW,organic
u003641,2026-09-01,android,mid,KR,organic
u003642,2026-08-19,ios,mid,KR,organic
u003643,2026-08-18,android,high,KR,google_ads
u003644,2026-08-24,android,high,KR,google_ads
u003645,2026-08-17,android,high,OTHER,google_ads
u003646,2026-08-28,android,high,KR,google_ads
u003647,2026-08-27,ios,mid,TW,tiktok_ads
u003648,2026-08-22,android,mid,US,meta_ads
u003649,2026-08-23,android,mid,JP,organic
u003650,2026-09-06,android,mid,JP,google_ads
u003651,2026-08-18,android,low,KR,meta_ads
u003652,2026-08-22,android,low,JP,organic
u003653,2026-08-22,android,mid,JP,google_ads
u003654,2026-09-06,android,low,TW,tiktok_ads
u003655,2026-08-28,android,mid,JP,cross_promo
u003656,2026-08-27,ios,high,JP,google_ads
u003657,2026-09-03,android,mid,TW,cross_promo
u003658,2026-08-21,android,low,KR,tiktok_ads
u003659,2026-08-24,android,high,OTHER,tiktok_ads
u003660,2026-08-30,android,low,KR,meta_ads
u003661,2026-09-01,ios,mid,KR,tiktok_ads
u003662,2026-08-30,ios,high,US,meta_ads
u003663,2026-09-05,ios,mid,KR,google_ads
u003664,2026-08-17,ios,high,JP,meta_ads
u003665,2026-09-01,ios,high,OTHER,organic
u003666,2026-08-19,android,low,US,meta_ads
u003667,2026-09-03,android,high,KR,google_ads
u003668,2026-08-19,android,low,US,google_ads
u003669,2026-09-03,android,high,US,meta_ads
u003670,2026-09-05,android,mid,KR,meta_ads
u003671,2026-08-26,android,high,KR,organic
u003672,2026-08-29,ios,mid,OTHER,organic
u003673,2026-09-06,android,mid,KR,google_ads
u003674,2026-08-29,ios,mid,KR,google_ads
u003675,2026-08-31,ios,mid,KR,meta_ads
u003676,2026-08-17,android,low,US,tiktok_ads
u003677,2026-08-29,android,low,KR,meta_ads
u003678,2026-08-19,android,low,KR,cross_promo
u003679,2026-08-31,android,mid,KR,tiktok_ads
u003680,2026-08-26,ios,mid,JP,organic
u003681,2026-08-16,android,low,KR,tiktok_ads
u003682,2026-08-22,ios,mid,US,google_ads
u003683,2026-08-19,android,low,US,meta_ads
u003684,2026-09-03,ios,low,KR,tiktok_ads
u003685,2026-08-28,ios,high,OTHER,organic
u003686,2026-09-04,android,mid,KR,organic
u003687,2026-08-21,android,low,US,google_ads
u003688,2026-09-05,ios,high,KR,meta_ads
u003689,2026-09-04,android,high,JP,meta_ads
u003690,2026-09-01,android,low,KR,cross_promo
u003691,2026-08-31,android,low,JP,tiktok_ads
u003692,2026-08-20,android,low,KR,google_ads
u003693,2026-09-05,ios,mid,KR,organic
u003694,2026-09-05,android,high,KR,organic
u003695,2026-09-05,android,low,TW,google_ads
u003696,2026-08-18,android,mid,TW,organic
u003697,2026-08-18,android,high,OTHER,meta_ads
u003698,2026-08-27,ios,high,US,cross_promo
u003699,2026-08-19,ios,high,US,cross_promo
u003700,2026-08-21,android,low,JP,google_ads
u003701,2026-08-22,android,high,KR,tiktok_ads
u003702,2026-09-05,android,high,JP,meta_ads
u003703,2026-08-22,ios,mid,KR,meta_ads
u003704,2026-09-03,android,mid,KR,tiktok_ads
u003705,2026-09-05,android,mid,KR,organic
u003706,2026-08-20,android,low,OTHER,google_ads
u003707,2026-08-20,ios,mid,KR,tiktok_ads
u003708,2026-08-31,android,mid,KR,google_ads
u003709,2026-09-06,ios,high,OTHER,organic
u003710,2026-08-19,ios,high,JP,meta_ads
u003711,2026-08-15,ios,mid,KR,meta_ads
u003712,2026-08-23,ios,high,JP,tiktok_ads
u003713,2026-08-31,ios,mid,KR,cross_promo
u003714,2026-08-22,ios,mid,JP,tiktok_ads
u003715,2026-08-26,android,low,TW,google_ads
u003716,2026-08-17,android,mid,KR,google_ads
u003717,2026-08-28,ios,mid,US,organic
u003718,2026-08-22,android,high,KR,tiktok_ads
u003719,2026-08-28,android,low,KR,meta_ads
u003720,2026-09-06,ios,high,US,organic
u003721,2026-08-21,ios,low,JP,tiktok_ads
u003722,2026-08-16,ios,high,KR,organic
u003723,2026-08-28,android,low,US,cross_promo
u003724,2026-08-24,android,low,OTHER,cross_promo
u003725,2026-08-20,android,low,JP,tiktok_ads
u003726,2026-09-06,ios,high,TW,meta_ads
u003727,2026-09-02,android,high,KR,meta_ads
u003728,2026-08-22,android,high,TW,meta_ads
u003729,2026-08-28,android,low,KR,organic
u003730,2026-08-27,ios,mid,US,tiktok_ads
u003731,2026-08-18,android,mid,US,meta_ads
u003732,2026-08-21,android,low,KR,google_ads
u003733,2026-08-30,android,low,KR,organic
u003734,2026-09-05,android,high,OTHER,meta_ads
u003735,2026-08-20,ios,high,KR,meta_ads
u003736,2026-09-03,android,high,KR,meta_ads
u003737,2026-08-20,android,mid,KR,organic
u003738,2026-08-17,ios,high,KR,meta_ads
u003739,2026-08-30,android,mid,TW,organic
u003740,2026-09-06,ios,high,KR,tiktok_ads
u003741,2026-08-23,android,mid,OTHER,organic
u003742,2026-08-30,android,low,US,meta_ads
u003743,2026-09-06,android,low,OTHER,meta_ads
u003744,2026-08-18,ios,mid,JP,tiktok_ads
u003745,2026-08-16,ios,mid,TW,organic
u003746,2026-09-04,android,mid,KR,google_ads
u003747,2026-08-16,android,mid,OTHER,google_ads
u003748,2026-08-21,android,low,KR,organic
u003749,2026-08-22,android,mid,JP,organic
u003750,2026-08-17,ios,high,KR,meta_ads
u003751,2026-08-27,android,high,KR,meta_ads
u003752,2026-08-29,android,high,KR,organic
u003753,2026-08-27,ios,high,TW,organic
u003754,2026-09-05,android,low,US,meta_ads
u003755,2026-09-02,ios,high,OTHER,meta_ads
u003756,2026-08-28,ios,mid,US,tiktok_ads
u003757,2026-08-23,android,high,US,google_ads
u003758,2026-08-28,ios,mid,JP,organic
u003759,2026-08-21,android,low,KR,tiktok_ads
u003760,2026-09-01,android,low,US,meta_ads
u003761,2026-09-02,android,mid,TW,google_ads
u003762,2026-08-19,ios,high,KR,meta_ads
u003763,2026-08-21,android,high,KR,cross_promo
u003764,2026-08-22,android,low,KR,organic
u003765,2026-08-18,android,low,KR,google_ads
u003766,2026-08-17,android,mid,KR,organic
u003767,2026-08-26,android,mid,JP,organic
u003768,2026-08-19,android,low,KR,tiktok_ads
u003769,2026-09-01,android,mid,US,google_ads
u003770,2026-08-16,ios,mid,KR,tiktok_ads
u003771,2026-09-05,android,mid,KR,meta_ads
u003772,2026-09-05,android,high,OTHER,cross_promo
u003773,2026-08-31,android,high,OTHER,organic
u003774,2026-09-05,ios,mid,KR,tiktok_ads
u003775,2026-08-17,ios,high,KR,google_ads
u003776,2026-08-23,ios,mid,US,organic
u003777,2026-08-26,android,low,KR,organic
u003778,2026-08-23,android,high,JP,google_ads
u003779,2026-08-18,ios,high,TW,organic
u003780,2026-09-02,ios,mid,TW,tiktok_ads
u003781,2026-09-06,ios,high,KR,tiktok_ads
u003782,2026-09-05,ios,high,JP,tiktok_ads
u003783,2026-08-31,android,high,KR,google_ads
u003784,2026-09-06,ios,high,KR,tiktok_ads
u003785,2026-08-24,android,low,KR,meta_ads
u003786,2026-08-20,ios,high,KR,google_ads
u003787,2026-08-29,ios,mid,KR,meta_ads
u003788,2026-08-23,ios,high,KR,meta_ads
u003789,2026-08-21,ios,high,KR,meta_ads
u003790,2026-08-17,android,low,KR,organic
u003791,2026-08-22,android,high,KR,google_ads
u003792,2026-08-24,ios,low,KR,organic
u003793,2026-08-18,ios,high,US,google_ads
u003794,2026-08-26,android,mid,KR,tiktok_ads
u003795,2026-08-15,android,low,KR,meta_ads
u003796,2026-09-02,android,mid,US,organic
u003797,2026-08-21,android,low,TW,tiktok_ads
u003798,2026-09-02,android,low,OTHER,meta_ads
u003799,2026-09-01,android,mid,KR,organic
u003800,2026-09-04,android,low,US,tiktok_ads
u003801,2026-08-31,ios,low,TW,organic
u003802,2026-09-04,android,low,TW,meta_ads
u003803,2026-09-02,android,high,KR,cross_promo
u003804,2026-09-04,android,high,KR,meta_ads
u003805,2026-09-01,ios,mid,OTHER,google_ads
u003806,2026-09-04,android,low,KR,meta_ads
