attempt_id,user_id,session_id,level_id,result,duration_sec,boosters_used,ts
a000075477,u002778,s00017668,4,fail,158,0,2026-09-06 11:35:45
a000075478,u002778,s00017669,4,clear,128,0,2026-09-06 22:42:02
a000075479,u002778,s00017669,5,fail,107,0,2026-09-06 22:43:37
a000075480,u002778,s00017669,5,clear,148,0,2026-09-06 22:44:23
a000075481,u002778,s00017669,6,clear,38,0,2026-09-06 22:46:06
a000075482,u002779,s00017670,1,clear,83,0,2026-08-18 07:48:29
a000075483,u002779,s00017670,2,clear,129,0,2026-08-18 07:49:27
a000075484,u002779,s00017671,3,fail,106,0,2026-08-18 10:00:11
a000075485,u002779,s00017671,3,clear,140,0,2026-08-18 10:02:08
a000075486,u002779,s00017671,4,clear,163,0,2026-08-18 10:04:05
a000075487,u002779,s00017671,5,clear,131,0,2026-08-18 10:06:05
a000075488,u002780,s00017672,1,clear,30,0,2026-09-06 12:10:34
a000075489,u002780,s00017672,2,clear,47,0,2026-09-06 12:11:58
a000075490,u002780,s00017673,3,clear,135,0,2026-09-06 17:03:59
a000075491,u002780,s00017673,4,fail,160,0,2026-09-06 17:05:31
a000075492,u002780,s00017673,4,clear,50,0,2026-09-06 17:07:18
a000075493,u002780,s00017673,5,clear,147,0,2026-09-06 17:08:14
a000075494,u002780,s00017673,6,clear,83,0,2026-09-06 17:09:59
a000075495,u002780,s00017673,7,clear,123,0,2026-09-06 17:10:52
a000075496,u002780,s00017674,8,clear,98,0,2026-09-06 23:24:21
a000075497,u002780,s00017674,9,clear,82,0,2026-09-06 23:25:53
a000075498,u002780,s00017674,10,clear,110,0,2026-09-06 23:27:05
a000075499,u002780,s00017674,11,fail,139,0,2026-09-06 23:27:53
a000075500,u002781,s00017675,1,clear,104,0,2026-08-31 19:40:36
a000075501,u002781,s00017675,2,clear,151,0,2026-08-31 19:41:52
a000075502,u002781,s00017676,3,clear,148,0,2026-09-01 00:20:08
a000075503,u002781,s00017676,4,clear,157,0,2026-09-01 00:22:36
a000075504,u002781,s00017676,5,clear,53,0,2026-09-01 00:24:10
a000075505,u002782,s00017677,1,clear,165,0,2026-08-16 09:23:05
a000075506,u002782,s00017677,2,clear,111,0,2026-08-16 09:24:12
a000075507,u002782,s00017677,3,clear,146,0,2026-08-16 09:25:21
a000075508,u002782,s00017677,4,clear,88,0,2026-08-16 09:26:25
a000075509,u002783,s00017678,1,clear,54,0,2026-08-17 15:00:49
a000075510,u002783,s00017678,2,fail,91,0,2026-08-17 15:02:42
a000075511,u002783,s00017678,2,clear,66,0,2026-08-17 15:04:28
a000075512,u002783,s00017678,3,clear,145,0,2026-08-17 15:06:28
a000075513,u002783,s00017678,4,clear,55,0,2026-08-17 15:07:31
a000075514,u002783,s00017678,5,clear,127,0,2026-08-17 15:08:36
a000075515,u002783,s00017678,6,clear,166,0,2026-08-17 15:10:50
a000075516,u002783,s00017679,7,clear,127,0,2026-08-17 19:22:11
a000075517,u002783,s00017679,8,clear,176,0,2026-08-17 19:23:22
a000075518,u002783,s00017679,9,clear,85,0,2026-08-17 19:25:23
a000075519,u002783,s00017679,10,clear,173,0,2026-08-17 19:26:11
a000075520,u002783,s00017680,11,fail,122,0,2026-08-18 14:19:36
a000075521,u002783,s00017680,11,fail,110,0,2026-08-18 14:20:27
a000075522,u002783,s00017680,11,clear,132,0,2026-08-18 14:23:04
a000075523,u002783,s00017680,12,fail,94,0,2026-08-18 14:23:55
a000075524,u002783,s00017680,12,fail,53,0,2026-08-18 14:25:31
a000075525,u002783,s00017680,12,fail,106,0,2026-08-18 14:26:58
a000075526,u002783,s00017680,12,fail,154,0,2026-08-18 14:28:47
a000075527,u002783,s00017680,12,clear,127,0,2026-08-18 14:29:34
a000075528,u002784,s00017681,1,clear,38,0,2026-08-21 21:52:39
a000075529,u002784,s00017681,2,clear,41,0,2026-08-21 21:54:31
a000075530,u002784,s00017681,3,clear,49,0,2026-08-21 21:56:16
a000075531,u002784,s00017681,4,clear,179,0,2026-08-21 21:57:56
a000075532,u002784,s00017681,5,clear,142,0,2026-08-21 21:59:58
a000075533,u002784,s00017682,6,clear,72,0,2026-08-22 21:44:37
a000075534,u002784,s00017682,7,clear,84,0,2026-08-22 21:45:58
a000075535,u002784,s00017682,8,clear,73,0,2026-08-22 21:47:32
a000075536,u002784,s00017682,9,clear,89,0,2026-08-22 21:49:19
a000075537,u002784,s00017682,10,clear,163,0,2026-08-22 21:51:14
a000075538,u002784,s00017682,11,fail,116,0,2026-08-22 21:52:07
a000075539,u002784,s00017682,11,fail,30,0,2026-08-22 21:53:01
a000075540,u002784,s00017683,11,clear,49,0,2026-08-23 05:59:28
a000075541,u002784,s00017683,12,fail,121,0,2026-08-23 06:01:48
a000075542,u002784,s00017683,12,fail,107,0,2026-08-23 06:03:33
a000075543,u002784,s00017683,12,fail,122,0,2026-08-23 06:04:40
a000075544,u002784,s00017683,12,fail,100,0,2026-08-23 06:06:35
a000075545,u002784,s00017684,12,fail,177,0,2026-08-23 21:32:35
a000075546,u002784,s00017684,12,fail,72,0,2026-08-23 21:34:57
a000075547,u002784,s00017684,12,fail,118,0,2026-08-23 21:37:23
a000075548,u002784,s00017684,12,clear,89,1,2026-08-23 21:38:42
a000075549,u002784,s00017685,13,clear,114,0,2026-08-24 21:35:15
a000075550,u002784,s00017685,14,clear,47,0,2026-08-24 21:36:27
a000075551,u002784,s00017685,15,fail,170,0,2026-08-24 21:38:00
a000075552,u002784,s00017685,15,fail,132,0,2026-08-24 21:39:26
a000075553,u002784,s00017686,15,fail,69,0,2026-08-24 21:20:19
a000075554,u002784,s00017686,15,fail,52,0,2026-08-24 21:22:54
a000075555,u002784,s00017686,15,clear,73,0,2026-08-24 21:23:39
a000075556,u002784,s00017686,16,clear,102,0,2026-08-24 21:25:44
a000075557,u002784,s00017687,17,clear,66,0,2026-08-25 21:54:36
a000075558,u002784,s00017687,18,clear,47,0,2026-08-25 21:55:30
a000075559,u002784,s00017687,19,clear,70,0,2026-08-25 21:56:15
a000075560,u002784,s00017687,20,fail,87,0,2026-08-25 21:57:41
a000075561,u002784,s00017687,20,clear,54,0,2026-08-25 21:59:55
a000075562,u002784,s00017688,21,fail,34,0,2026-08-26 21:11:45
a000075563,u002784,s00017688,21,clear,108,0,2026-08-26 21:14:07
a000075564,u002784,s00017689,22,clear,83,0,2026-08-27 21:08:17
a000075565,u002784,s00017689,23,clear,59,0,2026-08-27 21:09:11
a000075566,u002784,s00017689,24,clear,108,0,2026-08-27 21:11:27
a000075567,u002784,s00017689,25,fail,47,0,2026-08-27 21:13:57
a000075568,u002784,s00017689,25,clear,45,0,2026-08-27 21:15:49
a000075569,u002784,s00017689,26,fail,103,0,2026-08-27 21:17:50
a000075570,u002784,s00017690,26,clear,109,0,2026-08-28 21:30:27
a000075571,u002784,s00017690,27,fail,129,0,2026-08-28 21:32:02
a000075572,u002784,s00017690,27,fail,55,0,2026-08-28 21:32:47
a000075573,u002784,s00017690,27,fail,124,1,2026-08-28 21:34:40
a000075574,u002784,s00017690,27,fail,124,0,2026-08-28 21:37:14
a000075575,u002784,s00017691,27,fail,95,0,2026-08-29 08:56:24
a000075576,u002784,s00017691,27,clear,167,0,2026-08-29 08:58:37
a000075577,u002784,s00017691,28,fail,173,0,2026-08-29 08:59:48
a000075578,u002784,s00017691,28,fail,173,0,2026-08-29 09:01:22
a000075579,u002784,s00017691,28,clear,111,1,2026-08-29 09:02:37
a000075580,u002784,s00017692,29,clear,81,0,2026-08-29 21:26:40
a000075581,u002784,s00017692,30,fail,70,0,2026-08-29 21:27:38
a000075582,u002784,s00017692,30,fail,125,0,2026-08-29 21:30:01
a000075583,u002784,s00017693,30,fail,136,0,2026-08-29 21:26:36
a000075584,u002784,s00017693,30,fail,86,0,2026-08-29 21:28:40
a000075585,u002784,s00017694,30,clear,72,0,2026-08-30 21:23:08
a000075586,u002784,s00017694,31,fail,178,0,2026-08-30 21:25:26
a000075587,u002784,s00017694,31,clear,35,0,2026-08-30 21:27:43
a000075588,u002784,s00017694,32,fail,138,0,2026-08-30 21:28:58
a000075589,u002784,s00017694,32,fail,122,0,2026-08-30 21:30:02
a000075590,u002784,s00017694,32,clear,57,0,2026-08-30 21:31:46
a000075591,u002784,s00017694,33,clear,75,0,2026-08-30 21:34:05
a000075592,u002784,s00017695,34,clear,90,0,2026-08-31 02:46:57
a000075593,u002784,s00017695,35,fail,151,0,2026-08-31 02:49:22
a000075594,u002784,s00017695,35,fail,96,0,2026-08-31 02:50:53
a000075595,u002784,s00017696,35,clear,143,0,2026-08-31 21:16:43
a000075596,u002784,s00017696,36,fail,124,0,2026-08-31 21:19:08
a000075597,u002784,s00017696,36,clear,36,0,2026-08-31 21:21:13
a000075598,u002784,s00017696,37,clear,57,0,2026-08-31 21:23:28
a000075599,u002784,s00017696,38,clear,69,0,2026-08-31 21:24:23
a000075600,u002784,s00017696,39,clear,178,0,2026-08-31 21:25:44
a000075601,u002784,s00017697,40,fail,118,0,2026-08-31 23:48:30
a000075602,u002784,s00017697,40,fail,44,0,2026-08-31 23:51:02
a000075603,u002784,s00017697,40,clear,117,1,2026-08-31 23:53:14
a000075604,u002784,s00017697,41,fail,121,0,2026-08-31 23:55:09
a000075605,u002784,s00017697,41,clear,58,0,2026-08-31 23:57:13
a000075606,u002784,s00017697,42,fail,47,0,2026-08-31 23:58:14
a000075607,u002784,s00017698,42,fail,122,0,2026-09-01 08:21:03
a000075608,u002784,s00017698,42,fail,154,0,2026-09-01 08:23:18
a000075609,u002784,s00017698,42,fail,103,0,2026-09-01 08:24:09
a000075610,u002784,s00017698,42,fail,82,0,2026-09-01 08:26:28
a000075611,u002784,s00017698,42,clear,43,0,2026-09-01 08:27:16
a000075612,u002784,s00017699,43,fail,52,0,2026-09-01 21:43:13
a000075613,u002784,s00017699,43,clear,134,0,2026-09-01 21:45:23
a000075614,u002784,s00017699,44,fail,104,0,2026-09-01 21:46:41
a000075615,u002784,s00017699,44,clear,112,0,2026-09-01 21:48:14
a000075616,u002784,s00017699,45,clear,116,0,2026-09-01 21:50:28
a000075617,u002784,s00017699,46,clear,112,0,2026-09-01 21:53:04
a000075618,u002784,s00017699,47,fail,109,0,2026-09-01 21:53:49
a000075619,u002784,s00017700,47,clear,100,0,2026-09-02 02:37:54
a000075620,u002784,s00017700,48,clear,63,0,2026-09-02 02:39:31
a000075621,u002784,s00017700,49,fail,149,0,2026-09-02 02:41:35
a000075622,u002784,s00017700,49,clear,119,0,2026-09-02 02:43:44
a000075623,u002784,s00017700,50,fail,109,0,2026-09-02 02:45:30
a000075624,u002784,s00017700,50,fail,172,0,2026-09-02 02:46:32
a000075625,u002784,s00017700,50,fail,59,1,2026-09-02 02:47:31
a000075626,u002784,s00017700,50,fail,129,0,2026-09-02 02:50:07
a000075627,u002784,s00017700,50,fail,132,0,2026-09-02 02:51:45
a000075628,u002784,s00017701,50,clear,92,0,2026-09-02 21:53:30
a000075629,u002784,s00017701,51,fail,163,0,2026-09-02 21:54:18
a000075630,u002784,s00017701,51,fail,99,0,2026-09-02 21:56:40
a000075631,u002784,s00017701,51,clear,97,0,2026-09-02 21:57:38
a000075632,u002784,s00017701,52,fail,164,0,2026-09-02 21:59:47
a000075633,u002784,s00017702,52,fail,33,0,2026-09-03 02:04:53
a000075634,u002784,s00017702,52,clear,155,0,2026-09-03 02:07:17
a000075635,u002784,s00017702,53,clear,177,0,2026-09-03 02:09:26
a000075636,u002784,s00017702,54,fail,55,0,2026-09-03 02:11:18
a000075637,u002784,s00017703,54,clear,36,0,2026-09-03 21:38:18
a000075638,u002784,s00017703,55,clear,112,0,2026-09-03 21:39:48
a000075639,u002784,s00017703,56,fail,145,0,2026-09-03 21:41:03
a000075640,u002784,s00017703,56,clear,42,0,2026-09-03 21:43:23
a000075641,u002784,s00017703,57,fail,116,0,2026-09-03 21:45:27
a000075642,u002784,s00017704,57,fail,169,0,2026-09-04 22:00:00
a000075643,u002784,s00017704,57,fail,171,0,2026-09-04 22:01:10
a000075644,u002784,s00017704,57,clear,178,0,2026-09-04 22:03:09
a000075645,u002784,s00017705,58,clear,179,0,2026-09-05 21:08:10
a000075646,u002784,s00017705,59,clear,76,0,2026-09-05 21:10:05
a000075647,u002784,s00017705,60,clear,172,0,2026-09-05 21:11:20
a000075648,u002784,s00017705,61,fail,45,0,2026-09-05 21:12:49
a000075649,u002784,s00017705,61,fail,156,0,2026-09-05 21:15:23
a000075650,u002784,s00017705,61,clear,150,0,2026-09-05 21:17:11
a000075651,u002784,s00017706,62,fail,49,0,2026-09-06 21:04:31
a000075652,u002784,s00017706,62,fail,77,0,2026-09-06 21:05:42
a000075653,u002784,s00017706,62,fail,106,1,2026-09-06 21:06:49
a000075654,u002784,s00017706,62,fail,65,1,2026-09-06 21:07:45
a000075655,u002784,s00017707,62,fail,153,0,2026-09-07 09:00:24
a000075656,u002784,s00017707,62,fail,90,0,2026-09-07 09:02:48
a000075657,u002784,s00017707,62,clear,108,1,2026-09-07 09:05:26
a000075658,u002784,s00017707,63,fail,106,0,2026-09-07 09:07:07
a000075659,u002784,s00017707,63,fail,92,0,2026-09-07 09:07:57
a000075660,u002784,s00017708,63,fail,122,0,2026-09-07 21:14:46
a000075661,u002784,s00017708,63,fail,176,0,2026-09-07 21:16:20
a000075662,u002784,s00017708,63,clear,73,1,2026-09-07 21:17:26
a000075663,u002784,s00017709,64,fail,170,0,2026-09-07 23:13:12
a000075664,u002784,s00017709,64,fail,126,0,2026-09-07 23:14:24
a000075665,u002784,s00017709,64,clear,64,1,2026-09-07 23:15:38
a000075666,u002784,s00017710,65,clear,129,0,2026-09-08 21:10:49
a000075667,u002784,s00017710,66,clear,98,0,2026-09-08 21:12:09
a000075668,u002784,s00017710,67,fail,100,0,2026-09-08 21:13:58
a000075669,u002784,s00017710,67,clear,36,0,2026-09-08 21:16:06
a000075670,u002784,s00017710,68,fail,122,0,2026-09-08 21:18:45
a000075671,u002784,s00017711,68,clear,135,0,2026-09-09 21:56:12
a000075672,u002784,s00017711,69,fail,63,0,2026-09-09 21:57:14
a000075673,u002784,s00017711,69,fail,161,0,2026-09-09 21:59:48
a000075674,u002784,s00017711,69,fail,44,1,2026-09-09 22:00:42
a000075675,u002784,s00017711,69,fail,42,0,2026-09-09 22:02:25
a000075676,u002784,s00017711,69,clear,44,1,2026-09-09 22:04:43
a000075677,u002784,s00017711,70,fail,126,0,2026-09-09 22:05:31
a000075678,u002784,s00017712,70,fail,171,0,2026-09-09 23:57:18
a000075679,u002784,s00017712,70,fail,79,0,2026-09-09 23:59:50
a000075680,u002784,s00017712,70,fail,125,0,2026-09-10 00:01:21
a000075681,u002784,s00017712,70,clear,50,0,2026-09-10 00:03:13
a000075682,u002784,s00017712,71,fail,171,0,2026-09-10 00:04:32
a000075683,u002784,s00017712,71,clear,86,0,2026-09-10 00:06:39
a000075684,u002784,s00017712,72,fail,37,0,2026-09-10 00:07:41
a000075685,u002784,s00017712,72,clear,134,0,2026-09-10 00:09:30
a000075686,u002784,s00017712,73,fail,171,0,2026-09-10 00:10:43
a000075687,u002784,s00017712,73,clear,40,0,2026-09-10 00:12:16
a000075688,u002784,s00017712,74,fail,101,0,2026-09-10 00:13:24
a000075689,u002784,s00017713,74,fail,105,0,2026-09-10 02:10:34
a000075690,u002784,s00017713,74,clear,76,0,2026-09-10 02:11:24
a000075691,u002784,s00017713,75,fail,91,0,2026-09-10 02:13:25
a000075692,u002784,s00017713,75,fail,71,0,2026-09-10 02:14:32
a000075693,u002784,s00017713,75,fail,131,0,2026-09-10 02:16:33
a000075694,u002784,s00017714,75,fail,53,0,2026-09-09 23:42:45
a000075695,u002784,s00017714,75,fail,141,0,2026-09-09 23:43:38
a000075696,u002784,s00017714,75,fail,125,0,2026-09-09 23:46:03
a000075697,u002784,s00017714,75,clear,92,0,2026-09-09 23:47:52
a000075698,u002784,s00017714,76,clear,179,0,2026-09-09 23:49:28
a000075699,u002784,s00017714,77,fail,123,0,2026-09-09 23:50:48
a000075700,u002784,s00017714,77,clear,107,0,2026-09-09 23:52:11
a000075701,u002784,s00017715,78,fail,90,0,2026-09-10 08:40:52
a000075702,u002784,s00017715,78,fail,74,0,2026-09-10 08:42:47
a000075703,u002784,s00017715,78,fail,148,1,2026-09-10 08:45:26
a000075704,u002784,s00017716,78,clear,138,0,2026-09-10 21:55:48
a000075705,u002784,s00017716,79,fail,162,0,2026-09-10 21:58:06
a000075706,u002784,s00017716,79,fail,140,0,2026-09-10 22:00:02
a000075707,u002784,s00017716,79,fail,153,1,2026-09-10 22:02:00
a000075708,u002784,s00017716,79,clear,120,1,2026-09-10 22:04:26
a000075709,u002784,s00017717,80,fail,60,0,2026-09-11 21:39:13
a000075710,u002784,s00017717,80,clear,53,0,2026-09-11 21:41:05
a000075711,u002784,s00017717,81,fail,156,0,2026-09-11 21:42:41
a000075712,u002784,s00017717,81,fail,53,0,2026-09-11 21:43:31
a000075713,u002784,s00017718,81,clear,145,0,2026-09-12 21:31:35
a000075714,u002784,s00017718,82,fail,119,0,2026-09-12 21:33:14
a000075715,u002784,s00017718,82,fail,106,0,2026-09-12 21:35:35
a000075716,u002784,s00017718,82,fail,151,0,2026-09-12 21:37:40
a000075717,u002784,s00017719,82,clear,34,0,2026-09-13 02:23:29
a000075718,u002784,s00017720,83,clear,44,0,2026-09-13 21:56:26
a000075719,u002784,s00017720,84,fail,93,0,2026-09-13 21:58:48
a000075720,u002784,s00017720,84,clear,133,0,2026-09-13 22:00:25
a000075721,u002784,s00017721,85,fail,38,0,2026-09-13 23:01:54
a000075722,u002784,s00017721,85,fail,50,0,2026-09-13 23:03:23
a000075723,u002784,s00017721,85,fail,52,1,2026-09-13 23:05:34
a000075724,u002784,s00017721,85,fail,60,0,2026-09-13 23:06:24
a000075725,u002785,s00017722,1,clear,49,0,2026-08-15 20:42:13
a000075726,u002786,s00017723,1,clear,170,0,2026-08-19 11:04:59
a000075727,u002786,s00017724,2,fail,106,0,2026-08-19 22:02:47
a000075728,u002786,s00017724,2,clear,128,0,2026-08-19 22:04:17
a000075729,u002786,s00017724,3,clear,124,0,2026-08-19 22:06:54
a000075730,u002786,s00017725,4,clear,177,0,2026-08-19 22:11:17
a000075731,u002786,s00017726,5,clear,136,0,2026-08-20 11:41:10
a000075732,u002786,s00017727,6,clear,74,0,2026-08-20 22:17:50
a000075733,u002786,s00017728,7,clear,168,0,2026-08-21 11:54:16
a000075734,u002786,s00017729,8,fail,65,0,2026-08-21 13:32:40
a000075735,u002786,s00017729,8,clear,117,0,2026-08-21 13:34:14
a000075736,u002786,s00017729,9,clear,134,0,2026-08-21 13:36:42
a000075737,u002786,s00017729,10,clear,91,0,2026-08-21 13:38:40
a000075738,u002786,s00017730,11,clear,86,0,2026-08-22 11:19:30
a000075739,u002786,s00017730,12,fail,31,0,2026-08-22 11:20:45
a000075740,u002786,s00017731,12,fail,35,0,2026-08-22 19:29:23
a000075741,u002786,s00017731,12,fail,33,0,2026-08-22 19:32:02
a000075742,u002786,s00017731,12,fail,82,0,2026-08-22 19:34:14
a000075743,u002787,s00017732,1,clear,172,0,2026-08-24 08:47:50
a000075744,u002787,s00017732,2,clear,70,0,2026-08-24 08:49:58
a000075745,u002787,s00017733,3,fail,179,0,2026-08-24 19:14:34
a000075746,u002788,s00017734,1,clear,139,0,2026-08-23 07:40:47
a000075747,u002788,s00017734,2,fail,86,0,2026-08-23 07:43:00
a000075748,u002788,s00017734,2,clear,34,0,2026-08-23 07:45:06
a000075749,u002788,s00017734,3,clear,98,0,2026-08-23 07:46:53
a000075750,u002788,s00017734,4,clear,100,0,2026-08-23 07:49:21
a000075751,u002788,s00017735,5,clear,65,0,2026-08-23 09:59:29
a000075752,u002789,s00017736,1,clear,31,0,2026-08-31 08:28:47
a000075753,u002789,s00017736,2,clear,44,0,2026-08-31 08:30:00
a000075754,u002789,s00017737,3,clear,78,0,2026-08-31 13:04:31
a000075755,u002789,s00017737,4,clear,64,0,2026-08-31 13:06:24
a000075756,u002789,s00017737,5,fail,137,0,2026-08-31 13:08:50
a000075757,u002789,s00017737,5,clear,147,0,2026-08-31 13:10:13
a000075758,u002789,s00017737,6,clear,59,0,2026-08-31 13:12:35
a000075759,u002789,s00017737,7,fail,96,0,2026-08-31 13:13:51
a000075760,u002789,s00017737,7,fail,82,0,2026-08-31 13:14:59
a000075761,u002790,s00017738,1,clear,154,0,2026-08-31 17:13:23
a000075762,u002790,s00017738,2,clear,129,0,2026-08-31 17:14:22
a000075763,u002790,s00017738,3,clear,122,0,2026-08-31 17:16:13
a000075764,u002790,s00017738,4,fail,87,0,2026-08-31 17:17:07
a000075765,u002790,s00017738,4,clear,34,0,2026-08-31 17:18:00
a000075766,u002791,s00017739,1,clear,95,0,2026-08-30 12:51:55
a000075767,u002791,s00017739,2,clear,114,0,2026-08-30 12:53:16
a000075768,u002791,s00017740,3,clear,116,0,2026-08-30 20:20:12
a000075769,u002791,s00017740,4,clear,85,0,2026-08-30 20:21:55
a000075770,u002791,s00017740,5,clear,56,0,2026-08-30 20:23:05
a000075771,u002792,s00017741,1,clear,164,0,2026-09-01 19:01:16
a000075772,u002792,s00017741,2,fail,105,0,2026-09-01 19:02:12
a000075773,u002792,s00017741,2,clear,38,0,2026-09-01 19:04:07
a000075774,u002792,s00017742,3,clear,135,0,2026-09-02 19:23:14
a000075775,u002792,s00017742,4,clear,180,0,2026-09-02 19:24:57
a000075776,u002792,s00017742,5,clear,111,0,2026-09-02 19:25:49
a000075777,u002793,s00017743,1,clear,132,0,2026-08-20 15:03:56
a000075778,u002793,s00017743,2,clear,112,0,2026-08-20 15:05:15
a000075779,u002793,s00017743,3,clear,124,0,2026-08-20 15:06:44
a000075780,u002793,s00017743,4,clear,124,0,2026-08-20 15:08:37
a000075781,u002793,s00017743,5,clear,41,0,2026-08-20 15:09:52
a000075782,u002793,s00017743,6,clear,146,0,2026-08-20 15:12:23
a000075783,u002793,s00017743,7,clear,174,0,2026-08-20 15:14:46
a000075784,u002793,s00017743,8,fail,99,0,2026-08-20 15:17:06
a000075785,u002793,s00017743,8,clear,129,0,2026-08-20 15:19:38
a000075786,u002794,s00017744,1,clear,153,0,2026-08-17 10:01:23
a000075787,u002794,s00017744,2,clear,143,0,2026-08-17 10:03:14
a000075788,u002794,s00017745,3,clear,57,0,2026-08-17 21:18:46
a000075789,u002794,s00017745,4,clear,32,0,2026-08-17 21:19:36
a000075790,u002794,s00017745,5,clear,127,0,2026-08-17 21:20:25
a000075791,u002794,s00017745,6,fail,41,0,2026-08-17 21:22:31
a000075792,u002794,s00017745,6,clear,174,0,2026-08-17 21:24:22
a000075793,u002794,s00017745,7,clear,163,0,2026-08-17 21:25:16
a000075794,u002794,s00017745,8,fail,57,0,2026-08-17 21:26:51
a000075795,u002794,s00017746,8,clear,52,0,2026-08-18 10:48:22
a000075796,u002794,s00017746,9,clear,41,0,2026-08-18 10:50:12
a000075797,u002794,s00017746,10,clear,147,0,2026-08-18 10:52:43
a000075798,u002794,s00017746,11,fail,154,0,2026-08-18 10:54:27
a000075799,u002794,s00017746,11,fail,128,0,2026-08-18 10:56:09
a000075800,u002794,s00017747,11,clear,102,0,2026-08-19 10:40:17
a000075801,u002794,s00017747,12,fail,51,0,2026-08-19 10:42:33
a000075802,u002794,s00017747,12,fail,82,0,2026-08-19 10:43:35
a000075803,u002794,s00017748,12,clear,119,0,2026-08-20 10:59:36
a000075804,u002794,s00017748,13,clear,71,0,2026-08-20 11:01:28
a000075805,u002794,s00017748,14,fail,124,0,2026-08-20 11:02:29
a000075806,u002794,s00017748,14,clear,126,0,2026-08-20 11:04:12
a000075807,u002794,s00017748,15,fail,140,0,2026-08-20 11:06:46
a000075808,u002794,s00017749,15,clear,83,0,2026-08-20 11:00:02
a000075809,u002794,s00017749,16,clear,45,0,2026-08-20 11:02:10
a000075810,u002794,s00017750,17,fail,168,0,2026-08-20 18:32:14
a000075811,u002794,s00017750,17,fail,82,0,2026-08-20 18:33:19
a000075812,u002794,s00017750,17,clear,122,0,2026-08-20 18:34:41
a000075813,u002794,s00017750,18,clear,61,0,2026-08-20 18:36:05
a000075814,u002794,s00017750,19,clear,93,0,2026-08-20 18:37:30
a000075815,u002794,s00017750,20,clear,121,0,2026-08-20 18:39:18
a000075816,u002794,s00017750,21,fail,126,0,2026-08-20 18:40:42
a000075817,u002794,s00017750,21,clear,97,0,2026-08-20 18:42:37
a000075818,u002794,s00017751,22,fail,74,0,2026-08-21 10:02:32
a000075819,u002794,s00017752,22,fail,55,0,2026-08-21 15:34:39
a000075820,u002794,s00017752,22,fail,35,0,2026-08-21 15:36:42
a000075821,u002794,s00017752,22,clear,176,1,2026-08-21 15:38:16
a000075822,u002794,s00017752,23,clear,128,0,2026-08-21 15:40:10
a000075823,u002794,s00017753,24,clear,177,0,2026-08-22 10:42:07
a000075824,u002794,s00017753,25,fail,55,0,2026-08-22 10:43:53
a000075825,u002794,s00017754,25,fail,160,0,2026-08-22 15:22:36
a000075826,u002794,s00017754,25,fail,91,0,2026-08-22 15:24:00
a000075827,u002794,s00017754,25,fail,63,0,2026-08-22 15:24:49
a000075828,u002794,s00017754,25,clear,165,0,2026-08-22 15:25:36
a000075829,u002794,s00017755,26,clear,73,0,2026-08-22 12:05:19
a000075830,u002794,s00017755,27,fail,104,0,2026-08-22 12:07:13
a000075831,u002794,s00017755,27,fail,131,0,2026-08-22 12:09:30
a000075832,u002794,s00017755,27,clear,42,1,2026-08-22 12:10:54
a000075833,u002794,s00017755,28,clear,143,0,2026-08-22 12:12:34
a000075834,u002794,s00017755,29,clear,174,0,2026-08-22 12:14:54
a000075835,u002794,s00017755,30,clear,151,0,2026-08-22 12:17:20
a000075836,u002794,s00017755,31,clear,66,0,2026-08-22 12:19:22
a000075837,u002794,s00017756,32,clear,120,0,2026-08-23 10:16:51
a000075838,u002794,s00017757,33,fail,174,0,2026-08-23 18:52:11
a000075839,u002794,s00017757,33,clear,125,0,2026-08-23 18:54:28
a000075840,u002794,s00017757,34,fail,62,0,2026-08-23 18:56:09
a000075841,u002794,s00017757,34,fail,142,0,2026-08-23 18:58:19
a000075842,u002794,s00017758,34,clear,112,0,2026-08-23 21:01:11
a000075843,u002794,s00017758,35,clear,107,0,2026-08-23 21:02:19
a000075844,u002794,s00017759,36,fail,90,0,2026-08-24 10:29:44
a000075845,u002794,s00017759,36,clear,159,0,2026-08-24 10:31:45
a000075846,u002794,s00017759,37,fail,163,0,2026-08-24 10:32:58
a000075847,u002794,s00017759,37,clear,178,0,2026-08-24 10:34:41
a000075848,u002794,s00017759,38,clear,32,0,2026-08-24 10:37:21
a000075849,u002794,s00017760,39,clear,138,0,2026-08-25 10:50:16
a000075850,u002794,s00017760,40,fail,162,0,2026-08-25 10:52:43
a000075851,u002794,s00017760,40,clear,59,0,2026-08-25 10:54:12
a000075852,u002794,s00017760,41,fail,52,0,2026-08-25 10:56:50
a000075853,u002794,s00017760,41,fail,83,0,2026-08-25 10:58:09
a000075854,u002794,s00017761,41,fail,137,0,2026-08-26 10:28:28
a000075855,u002794,s00017761,41,clear,41,0,2026-08-26 10:31:04
a000075856,u002794,s00017761,42,clear,56,0,2026-08-26 10:33:42
a000075857,u002794,s00017761,43,clear,84,0,2026-08-26 10:36:02
a000075858,u002794,s00017761,44,fail,95,0,2026-08-26 10:38:37
a000075859,u002794,s00017761,44,fail,89,0,2026-08-26 10:39:27
a000075860,u002794,s00017762,44,fail,101,0,2026-08-26 18:03:12
a000075861,u002794,s00017762,44,clear,82,0,2026-08-26 18:05:02
a000075862,u002794,s00017762,45,clear,132,0,2026-08-26 18:06:42
a000075863,u002794,s00017762,46,fail,165,0,2026-08-26 18:08:49
