ad_view_id,user_id,placement,ts,reward_claimed
ad000017992,u003495,post_fail_reward,2026-09-07 18:58:07,1
ad000017993,u003495,post_fail_reward,2026-09-08 18:40:36,1
ad000017994,u003495,post_fail_reward,2026-09-08 18:42:09,1
ad000017995,u003495,post_fail_reward,2026-09-08 18:48:31,1
ad000017996,u003495,post_fail_reward,2026-09-09 18:21:54,1
ad000017997,u003495,post_fail_reward,2026-09-10 18:57:03,1
ad000017998,u003495,post_fail_reward,2026-09-10 18:59:29,0
ad000017999,u003495,post_fail_reward,2026-09-11 18:36:13,1
ad000018000,u003495,post_fail_reward,2026-09-11 18:20:05,1
ad000018001,u003495,post_fail_reward,2026-09-11 18:23:11,1
ad000018002,u003495,post_fail_reward,2026-09-12 05:53:51,1
ad000018003,u003495,post_fail_reward,2026-09-12 05:59:05,1
ad000018004,u003495,post_fail_reward,2026-09-12 06:02:32,1
ad000018005,u003496,post_fail_reward,2026-08-23 18:54:53,1
ad000018006,u003497,post_fail_reward,2026-09-01 09:19:25,1
ad000018007,u003499,post_fail_reward,2026-08-22 08:31:35,1
ad000018008,u003502,post_fail_reward,2026-08-22 14:02:58,1
ad000018009,u003507,post_fail_reward,2026-08-25 11:58:33,1
ad000018010,u003507,post_fail_reward,2026-08-25 12:00:12,1
ad000018011,u003507,post_fail_reward,2026-08-25 12:03:20,1
ad000018012,u003507,post_fail_reward,2026-08-25 13:16:32,1
ad000018013,u003507,post_fail_reward,2026-08-25 13:23:29,1
ad000018014,u003508,post_fail_reward,2026-08-25 22:44:24,1
ad000018015,u003508,post_fail_reward,2026-08-26 22:09:55,1
ad000018016,u003510,post_fail_reward,2026-08-21 16:41:23,1
ad000018017,u003510,post_fail_reward,2026-08-21 16:48:07,1
ad000018018,u003514,post_fail_reward,2026-09-05 14:00:41,1
ad000018019,u003514,post_fail_reward,2026-09-05 21:15:00,1
ad000018020,u003514,post_fail_reward,2026-09-05 21:17:19,1
ad000018021,u003514,post_fail_reward,2026-09-06 13:29:00,1
ad000018022,u003515,post_fail_reward,2026-08-26 07:39:31,1
ad000018023,u003515,post_fail_reward,2026-08-26 07:43:41,1
ad000018024,u003515,post_fail_reward,2026-08-26 18:39:31,1
ad000018025,u003515,post_fail_reward,2026-08-26 18:43:47,1
ad000018026,u003515,post_fail_reward,2026-08-27 07:39:45,1
ad000018027,u003515,post_fail_reward,2026-08-27 19:04:30,1
ad000018028,u003515,post_fail_reward,2026-08-27 12:43:35,1
ad000018029,u003515,post_fail_reward,2026-08-28 07:41:11,1
ad000018030,u003515,post_fail_reward,2026-08-28 12:04:30,1
ad000018031,u003515,post_fail_reward,2026-08-29 07:48:27,1
ad000018032,u003515,post_fail_reward,2026-08-30 07:18:19,1
ad000018033,u003515,post_fail_reward,2026-08-30 07:13:33,1
ad000018034,u003515,post_fail_reward,2026-08-30 07:14:27,1
ad000018035,u003515,post_fail_reward,2026-09-01 07:40:46,0
ad000018036,u003515,post_fail_reward,2026-09-01 07:45:00,1
ad000018037,u003515,post_fail_reward,2026-09-01 09:47:42,1
ad000018038,u003515,post_fail_reward,2026-09-01 09:54:01,1
ad000018039,u003515,post_fail_reward,2026-09-02 07:53:47,1
ad000018040,u003515,post_fail_reward,2026-09-03 07:37:37,1
ad000018041,u003515,post_fail_reward,2026-09-05 07:54:13,1
ad000018042,u003515,post_fail_reward,2026-09-05 07:57:33,1
ad000018043,u003515,post_fail_reward,2026-09-06 07:43:31,1
ad000018044,u003515,post_fail_reward,2026-09-06 07:46:22,1
ad000018045,u003515,post_fail_reward,2026-09-07 07:11:16,1
ad000018046,u003515,post_fail_reward,2026-09-07 07:36:30,1
ad000018047,u003515,post_fail_reward,2026-09-07 07:37:33,1
ad000018048,u003515,post_fail_reward,2026-09-08 07:54:23,1
ad000018049,u003515,post_fail_reward,2026-09-08 15:29:17,0
ad000018050,u003515,post_fail_reward,2026-09-11 07:06:46,0
ad000018051,u003515,post_fail_reward,2026-09-11 13:06:28,1
ad000018052,u003515,post_fail_reward,2026-09-11 08:03:18,1
ad000018053,u003515,post_fail_reward,2026-09-11 08:06:47,1
ad000018054,u003515,post_fail_reward,2026-09-11 08:08:05,1
ad000018055,u003515,post_fail_reward,2026-09-12 07:51:31,1
ad000018056,u003515,post_fail_reward,2026-09-12 07:54:46,1
ad000018057,u003515,post_fail_reward,2026-09-12 07:57:05,1
ad000018058,u003515,post_fail_reward,2026-09-12 08:02:01,1
ad000018059,u003515,post_fail_reward,2026-09-13 07:49:16,1
ad000018060,u003516,post_fail_reward,2026-08-23 08:52:21,1
ad000018061,u003516,post_fail_reward,2026-08-23 08:56:24,1
ad000018062,u003516,post_fail_reward,2026-08-23 08:58:03,1
ad000018063,u003516,post_fail_reward,2026-08-23 10:46:43,1
ad000018064,u003516,post_fail_reward,2026-08-23 13:19:58,1
ad000018065,u003516,post_fail_reward,2026-08-24 08:58:05,1
ad000018066,u003516,post_fail_reward,2026-08-25 08:26:46,1
ad000018067,u003516,post_fail_reward,2026-08-25 08:28:22,1
ad000018068,u003516,post_fail_reward,2026-08-25 08:29:59,1
ad000018069,u003516,post_fail_reward,2026-08-25 08:24:49,1
ad000018070,u003516,post_fail_reward,2026-08-26 08:44:39,1
ad000018071,u003516,post_fail_reward,2026-08-26 08:49:25,1
ad000018072,u003516,post_fail_reward,2026-08-26 08:54:23,1
ad000018073,u003516,post_fail_reward,2026-08-26 19:14:17,0
ad000018074,u003517,post_fail_reward,2026-08-27 11:15:33,1
ad000018075,u003517,post_fail_reward,2026-08-27 11:16:59,1
ad000018076,u003519,post_fail_reward,2026-08-15 16:05:19,1
ad000018077,u003522,post_fail_reward,2026-08-25 14:37:05,1
ad000018078,u003522,post_fail_reward,2026-08-25 14:37:57,0
ad000018079,u003522,post_fail_reward,2026-08-26 14:34:56,1
ad000018080,u003522,post_fail_reward,2026-08-26 14:38:22,1
ad000018081,u003522,post_fail_reward,2026-08-28 01:49:52,1
ad000018082,u003527,post_fail_reward,2026-08-30 04:01:02,1
ad000018083,u003527,post_fail_reward,2026-08-30 04:03:10,1
ad000018084,u003527,post_fail_reward,2026-08-30 04:12:06,1
ad000018085,u003527,post_fail_reward,2026-08-30 22:49:39,1
ad000018086,u003527,post_fail_reward,2026-08-31 09:37:16,1
ad000018087,u003529,post_fail_reward,2026-08-30 01:51:07,1
ad000018088,u003529,post_fail_reward,2026-08-30 20:40:37,1
ad000018089,u003529,post_fail_reward,2026-08-30 20:46:28,0
ad000018090,u003531,post_fail_reward,2026-08-21 16:08:39,1
ad000018091,u003531,post_fail_reward,2026-08-21 16:12:55,0
ad000018092,u003532,post_fail_reward,2026-09-03 22:39:20,0
ad000018093,u003533,post_fail_reward,2026-08-23 17:20:44,1
ad000018094,u003533,post_fail_reward,2026-08-26 02:00:15,1
ad000018095,u003533,post_fail_reward,2026-08-26 02:04:58,0
ad000018096,u003533,post_fail_reward,2026-08-27 17:43:18,1
ad000018097,u003533,post_fail_reward,2026-08-28 17:53:34,1
ad000018098,u003533,post_fail_reward,2026-08-28 17:56:16,1
ad000018099,u003533,post_fail_reward,2026-08-29 04:08:27,1
ad000018100,u003533,post_fail_reward,2026-08-29 17:46:20,1
ad000018101,u003534,post_fail_reward,2026-09-02 23:11:39,0
ad000018102,u003534,post_fail_reward,2026-09-04 10:28:30,1
ad000018103,u003534,post_fail_reward,2026-09-04 01:51:35,1
ad000018104,u003534,post_fail_reward,2026-09-05 07:26:40,1
ad000018105,u003534,post_fail_reward,2026-09-05 23:26:36,1
ad000018106,u003534,post_fail_reward,2026-09-08 07:40:11,0
ad000018107,u003534,post_fail_reward,2026-09-08 07:43:02,1
ad000018108,u003535,post_fail_reward,2026-08-26 19:24:12,1
ad000018109,u003535,post_fail_reward,2026-08-26 19:30:39,1
ad000018110,u003535,post_fail_reward,2026-08-26 21:31:00,1
ad000018111,u003536,post_fail_reward,2026-09-05 23:23:21,1
ad000018112,u003536,post_fail_reward,2026-09-06 23:04:56,1
ad000018113,u003536,post_fail_reward,2026-09-06 23:07:21,1
ad000018114,u003537,post_fail_reward,2026-08-17 22:38:18,1
ad000018115,u003538,post_fail_reward,2026-08-21 22:17:59,1
ad000018116,u003539,post_fail_reward,2026-08-19 16:31:14,1
ad000018117,u003539,post_fail_reward,2026-08-21 16:42:00,1
ad000018118,u003539,post_fail_reward,2026-08-21 16:43:46,1
ad000018119,u003539,post_fail_reward,2026-08-21 21:07:03,1
ad000018120,u003539,post_fail_reward,2026-08-23 16:42:53,0
ad000018121,u003539,post_fail_reward,2026-08-23 16:44:04,1
ad000018122,u003539,post_fail_reward,2026-08-24 16:04:03,1
ad000018123,u003539,post_fail_reward,2026-08-24 16:05:52,1
ad000018124,u003539,post_fail_reward,2026-08-25 16:19:23,1
ad000018125,u003539,post_fail_reward,2026-08-27 16:52:15,1
ad000018126,u003539,post_fail_reward,2026-08-28 03:19:14,0
ad000018127,u003539,post_fail_reward,2026-08-29 01:00:35,1
ad000018128,u003539,post_fail_reward,2026-08-29 03:53:27,1
ad000018129,u003539,post_fail_reward,2026-08-29 03:55:42,1
ad000018130,u003539,post_fail_reward,2026-08-29 16:17:07,1
ad000018131,u003539,post_fail_reward,2026-08-30 16:31:59,1
ad000018132,u003539,post_fail_reward,2026-08-30 16:40:11,1
ad000018133,u003539,post_fail_reward,2026-08-31 00:07:31,1
ad000018134,u003539,post_fail_reward,2026-08-31 18:42:09,1
ad000018135,u003539,post_fail_reward,2026-09-01 18:27:18,1
ad000018136,u003539,post_fail_reward,2026-09-01 18:29:46,1
ad000018137,u003539,post_fail_reward,2026-09-02 16:37:55,1
ad000018138,u003539,post_fail_reward,2026-09-02 16:40:05,1
ad000018139,u003539,post_fail_reward,2026-09-02 16:32:40,1
ad000018140,u003539,post_fail_reward,2026-09-02 16:33:49,1
ad000018141,u003539,post_fail_reward,2026-09-03 16:44:01,1
ad000018142,u003539,post_fail_reward,2026-09-04 16:50:32,1
ad000018143,u003539,post_fail_reward,2026-09-05 16:28:05,1
ad000018144,u003539,post_fail_reward,2026-09-05 16:29:42,1
ad000018145,u003539,post_fail_reward,2026-09-06 16:52:36,1
ad000018146,u003539,post_fail_reward,2026-09-06 16:54:24,0
ad000018147,u003539,post_fail_reward,2026-09-06 16:58:58,1
ad000018148,u003539,post_fail_reward,2026-09-07 16:42:17,1
ad000018149,u003539,post_fail_reward,2026-09-07 16:47:17,1
ad000018150,u003539,post_fail_reward,2026-09-07 16:50:32,1
ad000018151,u003539,post_fail_reward,2026-09-09 00:30:51,1
ad000018152,u003539,post_fail_reward,2026-09-09 16:35:25,1
ad000018153,u003539,post_fail_reward,2026-09-11 16:34:20,1
ad000018154,u003539,post_fail_reward,2026-09-12 03:20:04,1
ad000018155,u003539,post_fail_reward,2026-09-12 16:31:21,1
ad000018156,u003539,post_fail_reward,2026-09-13 16:56:53,1
ad000018157,u003540,post_fail_reward,2026-08-21 20:19:01,1
ad000018158,u003540,post_fail_reward,2026-08-22 01:16:35,1
ad000018159,u003540,post_fail_reward,2026-08-23 20:16:10,1
ad000018160,u003540,post_fail_reward,2026-08-23 20:21:49,1
ad000018161,u003540,post_fail_reward,2026-08-26 07:38:11,1
ad000018162,u003540,post_fail_reward,2026-08-26 07:40:22,1
ad000018163,u003540,post_fail_reward,2026-08-26 07:44:45,1
ad000018164,u003540,post_fail_reward,2026-08-26 01:41:16,1
ad000018165,u003544,post_fail_reward,2026-08-18 14:21:25,1
ad000018166,u003544,post_fail_reward,2026-08-18 14:40:53,1
ad000018167,u003544,post_fail_reward,2026-08-19 22:17:03,1
ad000018168,u003544,post_fail_reward,2026-08-19 16:59:20,1
ad000018169,u003544,post_fail_reward,2026-08-19 17:00:36,1
ad000018170,u003544,post_fail_reward,2026-08-20 14:46:04,1
ad000018171,u003544,post_fail_reward,2026-08-20 14:49:53,1
ad000018172,u003544,post_fail_reward,2026-08-20 14:56:55,1
ad000018173,u003544,post_fail_reward,2026-08-20 14:58:07,1
ad000018174,u003545,post_fail_reward,2026-08-16 18:22:52,1
ad000018175,u003546,post_fail_reward,2026-08-19 14:24:35,1
ad000018176,u003546,post_fail_reward,2026-08-19 22:23:21,1
ad000018177,u003546,post_fail_reward,2026-08-20 14:02:45,1
ad000018178,u003546,post_fail_reward,2026-08-21 14:53:16,1
ad000018179,u003546,post_fail_reward,2026-08-21 14:54:17,1
ad000018180,u003546,post_fail_reward,2026-08-21 14:58:29,1
ad000018181,u003546,post_fail_reward,2026-08-22 01:49:57,1
ad000018182,u003546,post_fail_reward,2026-08-22 01:31:59,0
ad000018183,u003546,post_fail_reward,2026-08-22 01:34:23,1
ad000018184,u003546,post_fail_reward,2026-08-22 01:36:02,1
ad000018185,u003546,post_fail_reward,2026-08-22 01:38:04,1
ad000018186,u003546,post_fail_reward,2026-08-22 01:39:06,1
ad000018187,u003546,post_fail_reward,2026-08-22 14:38:05,1
ad000018188,u003546,post_fail_reward,2026-08-23 14:59:13,1
ad000018189,u003546,post_fail_reward,2026-08-24 01:32:02,1
ad000018190,u003546,post_fail_reward,2026-08-24 01:38:21,1
ad000018191,u003546,post_fail_reward,2026-08-24 14:10:29,1
ad000018192,u003546,post_fail_reward,2026-08-24 14:12:38,1
ad000018193,u003546,post_fail_reward,2026-08-25 14:41:51,1
ad000018194,u003546,post_fail_reward,2026-08-26 19:35:36,1
ad000018195,u003546,post_fail_reward,2026-08-28 14:44:30,1
ad000018196,u003546,post_fail_reward,2026-08-28 14:49:43,1
ad000018197,u003546,post_fail_reward,2026-08-28 22:42:00,1
ad000018198,u003546,post_fail_reward,2026-08-29 14:31:45,1
ad000018199,u003546,post_fail_reward,2026-08-30 14:46:36,1
ad000018200,u003546,post_fail_reward,2026-08-30 14:48:24,1
ad000018201,u003546,post_fail_reward,2026-08-30 14:17:00,1
ad000018202,u003546,post_fail_reward,2026-08-30 19:07:17,1
ad000018203,u003546,post_fail_reward,2026-08-30 19:09:27,0
ad000018204,u003546,post_fail_reward,2026-08-30 19:13:07,1
ad000018205,u003546,post_fail_reward,2026-08-31 14:15:10,1
ad000018206,u003546,post_fail_reward,2026-08-31 14:18:06,1
ad000018207,u003546,post_fail_reward,2026-08-31 14:19:43,0
ad000018208,u003546,post_fail_reward,2026-08-31 20:01:38,1
ad000018209,u003546,post_fail_reward,2026-08-31 20:12:15,1
ad000018210,u003546,post_fail_reward,2026-09-01 14:11:05,1
ad000018211,u003546,post_fail_reward,2026-09-02 14:29:25,1
ad000018212,u003546,post_fail_reward,2026-09-03 15:08:04,1
ad000018213,u003546,post_fail_reward,2026-09-03 15:09:33,1
ad000018214,u003546,post_fail_reward,2026-09-04 14:19:28,1
ad000018215,u003546,post_fail_reward,2026-09-04 14:20:35,1
ad000018216,u003546,post_fail_reward,2026-09-04 16:06:30,1
ad000018217,u003546,post_fail_reward,2026-09-04 16:10:35,1
ad000018218,u003546,post_fail_reward,2026-09-05 14:14:23,1
ad000018219,u003546,post_fail_reward,2026-09-05 14:22:41,1
ad000018220,u003546,post_fail_reward,2026-09-05 14:23:50,1
ad000018221,u003546,post_fail_reward,2026-09-05 14:40:46,1
ad000018222,u003546,post_fail_reward,2026-09-06 14:06:07,1
ad000018223,u003546,post_fail_reward,2026-09-07 15:02:10,1
ad000018224,u003546,post_fail_reward,2026-09-08 14:34:17,1
ad000018225,u003546,post_fail_reward,2026-09-08 16:55:37,1
ad000018226,u003546,post_fail_reward,2026-09-08 17:01:47,1
ad000018227,u003546,post_fail_reward,2026-09-08 17:04:08,1
ad000018228,u003546,post_fail_reward,2026-09-09 14:30:00,1
ad000018229,u003546,post_fail_reward,2026-09-09 14:33:42,1
ad000018230,u003546,post_fail_reward,2026-09-10 14:02:34,1
ad000018231,u003546,post_fail_reward,2026-09-10 14:03:48,1
ad000018232,u003546,post_fail_reward,2026-09-10 14:11:06,1
ad000018233,u003546,post_fail_reward,2026-09-10 14:18:43,1
ad000018234,u003546,post_fail_reward,2026-09-12 14:32:24,1
ad000018235,u003546,post_fail_reward,2026-09-13 01:50:46,1
ad000018236,u003546,post_fail_reward,2026-09-13 01:54:08,1
ad000018237,u003546,post_fail_reward,2026-09-13 14:08:25,1
ad000018238,u003546,post_fail_reward,2026-09-13 14:09:34,1
ad000018239,u003547,post_fail_reward,2026-09-05 00:23:25,1
ad000018240,u003547,post_fail_reward,2026-09-05 00:27:10,1
ad000018241,u003548,post_fail_reward,2026-08-30 14:25:23,1
ad000018242,u003548,post_fail_reward,2026-09-01 14:16:28,1
ad000018243,u003548,post_fail_reward,2026-09-05 01:39:03,1
ad000018244,u003548,post_fail_reward,2026-09-05 14:15:18,1
ad000018245,u003548,post_fail_reward,2026-09-06 14:22:20,1
ad000018246,u003548,post_fail_reward,2026-09-11 14:58:02,1
ad000018247,u003548,post_fail_reward,2026-09-11 14:59:43,0
ad000018248,u003548,post_fail_reward,2026-09-11 19:28:47,1
ad000018249,u003548,post_fail_reward,2026-09-13 14:21:09,1
ad000018250,u003548,post_fail_reward,2026-09-13 14:23:22,1
ad000018251,u003548,post_fail_reward,2026-09-13 22:35:43,0
ad000018252,u003548,post_fail_reward,2026-09-13 22:03:12,1
ad000018253,u003549,post_fail_reward,2026-09-04 05:09:19,1
ad000018254,u003549,post_fail_reward,2026-09-05 20:32:47,1
ad000018255,u003552,post_fail_reward,2026-08-26 07:43:04,1
ad000018256,u003554,post_fail_reward,2026-08-23 19:35:31,1
ad000018257,u003555,post_fail_reward,2026-08-18 14:37:37,1
ad000018258,u003556,post_fail_reward,2026-09-03 20:32:48,1
ad000018259,u003556,post_fail_reward,2026-09-04 04:28:00,1
ad000018260,u003556,post_fail_reward,2026-09-04 20:08:38,1
ad000018261,u003556,post_fail_reward,2026-09-05 07:22:22,1
ad000018262,u003556,post_fail_reward,2026-09-05 07:28:26,1
ad000018263,u003556,post_fail_reward,2026-09-05 01:58:54,1
ad000018264,u003556,post_fail_reward,2026-09-05 20:46:19,1
ad000018265,u003556,post_fail_reward,2026-09-05 20:56:59,1
ad000018266,u003556,post_fail_reward,2026-09-06 01:07:07,1
ad000018267,u003556,post_fail_reward,2026-09-06 20:29:43,1
ad000018268,u003556,post_fail_reward,2026-09-06 20:36:54,1
ad000018269,u003556,post_fail_reward,2026-09-06 20:42:56,1
ad000018270,u003556,post_fail_reward,2026-09-07 02:00:08,1
ad000018271,u003556,post_fail_reward,2026-09-07 02:02:42,0
ad000018272,u003556,post_fail_reward,2026-09-07 02:06:53,1
ad000018273,u003556,post_fail_reward,2026-09-07 20:56:25,1
ad000018274,u003556,post_fail_reward,2026-09-07 20:59:45,1
ad000018275,u003556,post_fail_reward,2026-09-08 20:17:36,1
ad000018276,u003556,post_fail_reward,2026-09-08 20:25:50,1
ad000018277,u003556,post_fail_reward,2026-09-09 20:59:04,1
ad000018278,u003556,post_fail_reward,2026-09-10 04:09:38,1
ad000018279,u003556,post_fail_reward,2026-09-10 04:17:55,1
ad000018280,u003556,post_fail_reward,2026-09-10 20:03:06,1
ad000018281,u003556,post_fail_reward,2026-09-10 20:08:57,1
ad000018282,u003556,post_fail_reward,2026-09-10 20:13:11,1
ad000018283,u003556,post_fail_reward,2026-09-11 20:45:23,1
ad000018284,u003556,post_fail_reward,2026-09-12 20:11:44,1
ad000018285,u003556,post_fail_reward,2026-09-12 20:13:22,1
ad000018286,u003556,post_fail_reward,2026-09-13 07:03:29,1
ad000018287,u003556,post_fail_reward,2026-09-13 07:12:43,1
ad000018288,u003556,post_fail_reward,2026-09-13 20:27:40,1
ad000018289,u003556,post_fail_reward,2026-09-13 20:45:33,1
ad000018290,u003559,post_fail_reward,2026-09-02 23:56:13,1
ad000018291,u003559,post_fail_reward,2026-09-02 23:58:08,1
ad000018292,u003559,post_fail_reward,2026-09-03 14:59:45,1
ad000018293,u003559,post_fail_reward,2026-09-03 15:08:29,1
ad000018294,u003559,post_fail_reward,2026-09-04 12:22:36,1
ad000018295,u003559,post_fail_reward,2026-09-04 12:23:32,1
ad000018296,u003559,post_fail_reward,2026-09-04 12:25:02,1
ad000018297,u003559,post_fail_reward,2026-09-04 12:27:40,1
ad000018298,u003559,post_fail_reward,2026-09-05 12:04:26,1
ad000018299,u003559,post_fail_reward,2026-09-07 12:41:01,1
ad000018300,u003560,post_fail_reward,2026-08-23 17:57:34,1
ad000018301,u003560,post_fail_reward,2026-08-23 18:01:49,1
ad000018302,u003562,post_fail_reward,2026-08-27 15:49:39,1
ad000018303,u003563,post_fail_reward,2026-08-24 23:24:59,1
ad000018304,u003565,post_fail_reward,2026-08-31 16:01:00,1
ad000018305,u003565,post_fail_reward,2026-09-03 15:25:52,1
ad000018306,u003565,post_fail_reward,2026-09-03 20:29:10,1
ad000018307,u003565,post_fail_reward,2026-09-03 20:31:33,0
ad000018308,u003566,post_fail_reward,2026-08-18 21:14:51,1
ad000018309,u003566,post_fail_reward,2026-08-19 16:09:55,1
ad000018310,u003566,post_fail_reward,2026-08-19 16:16:57,1
ad000018311,u003566,post_fail_reward,2026-08-19 21:53:31,1
ad000018312,u003566,post_fail_reward,2026-08-20 16:26:15,1
ad000018313,u003566,post_fail_reward,2026-08-21 16:58:16,1
ad000018314,u003566,post_fail_reward,2026-08-21 17:02:09,1
ad000018315,u003566,post_fail_reward,2026-08-21 17:03:35,1
ad000018316,u003566,post_fail_reward,2026-08-23 16:19:33,1
ad000018317,u003566,post_fail_reward,2026-08-24 16:31:29,1
ad000018318,u003566,post_fail_reward,2026-08-24 21:58:44,1
ad000018319,u003566,post_fail_reward,2026-08-24 22:01:00,1
ad000018320,u003566,post_fail_reward,2026-08-24 22:04:26,1
ad000018321,u003566,post_fail_reward,2026-08-24 22:08:08,0
ad000018322,u003566,post_fail_reward,2026-08-24 22:09:41,1
ad000018323,u003566,post_fail_reward,2026-08-26 03:57:31,1
ad000018324,u003566,post_fail_reward,2026-08-25 21:21:18,1
ad000018325,u003566,post_fail_reward,2026-08-25 21:22:26,1
ad000018326,u003566,post_fail_reward,2026-08-26 16:48:03,1
ad000018327,u003566,post_fail_reward,2026-08-27 03:56:35,1
ad000018328,u003566,post_fail_reward,2026-08-27 04:02:59,1
ad000018329,u003566,post_fail_reward,2026-08-27 16:29:23,1
ad000018330,u003566,post_fail_reward,2026-08-27 16:38:19,1
ad000018331,u003566,post_fail_reward,2026-08-27 16:39:05,1
ad000018332,u003566,post_fail_reward,2026-08-27 16:43:36,0
ad000018333,u003566,post_fail_reward,2026-08-27 16:45:14,1
ad000018334,u003566,post_fail_reward,2026-08-28 03:30:30,1
ad000018335,u003566,post_fail_reward,2026-08-28 03:35:58,1
ad000018336,u003566,post_fail_reward,2026-08-28 03:39:42,1
ad000018337,u003566,post_fail_reward,2026-08-28 03:40:48,1
ad000018338,u003567,post_fail_reward,2026-08-24 19:48:24,1
ad000018339,u003568,post_fail_reward,2026-08-19 12:23:53,1
ad000018340,u003569,post_fail_reward,2026-08-28 10:42:18,1
ad000018341,u003570,post_fail_reward,2026-08-30 19:51:18,1
ad000018342,u003572,post_fail_reward,2026-08-25 01:28:15,1
ad000018343,u003573,post_fail_reward,2026-08-21 23:03:03,1
ad000018344,u003575,post_fail_reward,2026-08-20 13:36:32,1
ad000018345,u003576,post_fail_reward,2026-09-06 01:50:30,1
ad000018346,u003576,post_fail_reward,2026-09-06 01:52:12,1
ad000018347,u003576,post_fail_reward,2026-09-05 22:40:43,1
ad000018348,u003576,post_fail_reward,2026-09-05 16:56:34,1
ad000018349,u003576,post_fail_reward,2026-09-05 17:05:20,1
ad000018350,u003580,post_fail_reward,2026-08-26 18:33:08,1
ad000018351,u003580,post_fail_reward,2026-08-26 20:22:15,1
ad000018352,u003580,post_fail_reward,2026-08-27 18:20:13,1
ad000018353,u003580,post_fail_reward,2026-08-28 20:31:41,1
ad000018354,u003580,post_fail_reward,2026-08-28 20:47:55,1
ad000018355,u003580,post_fail_reward,2026-08-28 20:52:59,1
ad000018356,u003580,post_fail_reward,2026-08-29 18:17:59,1
ad000018357,u003580,post_fail_reward,2026-08-29 18:31:17,1
ad000018358,u003581,post_fail_reward,2026-08-23 23:47:24,1
ad000018359,u003581,post_fail_reward,2026-08-26 23:02:18,1
ad000018360,u003581,post_fail_reward,2026-08-27 23:53:11,1
ad000018361,u003581,post_fail_reward,2026-08-28 23:59:08,1
ad000018362,u003581,post_fail_reward,2026-09-02 23:14:52,1
ad000018363,u003581,post_fail_reward,2026-09-03 23:56:16,1
ad000018364,u003581,post_fail_reward,2026-09-06 07:36:00,1
ad000018365,u003583,post_fail_reward,2026-08-24 09:36:53,1
ad000018366,u003583,post_fail_reward,2026-08-25 18:00:58,1
ad000018367,u003584,post_fail_reward,2026-09-06 05:38:16,0
ad000018368,u003584,post_fail_reward,2026-09-06 02:23:56,1
ad000018369,u003584,post_fail_reward,2026-09-06 02:26:03,1
ad000018370,u003586,post_fail_reward,2026-09-05 15:26:57,1
ad000018371,u003589,post_fail_reward,2026-08-17 03:15:57,1
ad000018372,u003589,post_fail_reward,2026-08-18 16:50:04,1
ad000018373,u003589,post_fail_reward,2026-08-20 16:17:56,1
ad000018374,u003589,post_fail_reward,2026-08-21 16:50:25,1
ad000018375,u003589,post_fail_reward,2026-08-22 16:06:17,0
ad000018376,u003589,post_fail_reward,2026-08-22 16:09:23,1
ad000018377,u003589,post_fail_reward,2026-08-22 16:12:36,1
ad000018378,u003592,post_fail_reward,2026-08-19 17:47:49,1
ad000018379,u003593,post_fail_reward,2026-08-31 08:19:45,1
ad000018380,u003594,post_fail_reward,2026-09-01 14:56:38,0
ad000018381,u003594,post_fail_reward,2026-09-01 14:58:49,1
ad000018382,u003594,post_fail_reward,2026-09-01 15:00:06,0
ad000018383,u003594,post_fail_reward,2026-09-01 15:01:42,1
ad000018384,u003594,post_fail_reward,2026-09-02 09:37:21,1
ad000018385,u003594,post_fail_reward,2026-09-02 09:38:36,1
ad000018386,u003594,post_fail_reward,2026-09-02 09:39:57,1
ad000018387,u003594,post_fail_reward,2026-09-03 09:53:40,1
ad000018388,u003594,post_fail_reward,2026-09-03 09:54:43,0
ad000018389,u003594,post_fail_reward,2026-09-04 09:54:10,1
ad000018390,u003594,post_fail_reward,2026-09-04 09:54:56,1
ad000018391,u003594,post_fail_reward,2026-09-05 09:33:45,1
ad000018392,u003594,post_fail_reward,2026-09-05 21:02:27,1
ad000018393,u003594,post_fail_reward,2026-09-06 09:54:03,1
ad000018394,u003594,post_fail_reward,2026-09-06 09:55:13,1
ad000018395,u003594,post_fail_reward,2026-09-06 10:04:06,1
ad000018396,u003594,post_fail_reward,2026-09-07 09:22:15,1
ad000018397,u003594,post_fail_reward,2026-09-07 09:25:50,1
ad000018398,u003594,post_fail_reward,2026-09-09 09:20:12,1
ad000018399,u003594,post_fail_reward,2026-09-09 09:24:51,1
ad000018400,u003594,post_fail_reward,2026-09-09 09:31:54,1
ad000018401,u003594,post_fail_reward,2026-09-10 09:37:55,1
ad000018402,u003594,post_fail_reward,2026-09-12 14:09:01,1
ad000018403,u003594,post_fail_reward,2026-09-13 09:34:18,0
ad000018404,u003595,post_fail_reward,2026-08-25 20:42:26,0
ad000018405,u003595,post_fail_reward,2026-08-26 15:48:23,1
ad000018406,u003595,post_fail_reward,2026-08-28 15:50:31,1
ad000018407,u003595,post_fail_reward,2026-08-28 20:43:24,1
ad000018408,u003595,post_fail_reward,2026-08-29 15:59:21,1
ad000018409,u003595,post_fail_reward,2026-08-29 16:06:43,0
ad000018410,u003595,post_fail_reward,2026-08-29 15:58:09,1
ad000018411,u003595,post_fail_reward,2026-08-29 20:22:58,1
ad000018412,u003595,post_fail_reward,2026-08-30 15:19:47,0
ad000018413,u003595,post_fail_reward,2026-08-30 15:22:39,1
ad000018414,u003595,post_fail_reward,2026-08-30 15:56:17,1
